tweet,entities,classification,risk_score,tweet_id,user_id,timestamp,sentiment,off_hours
Could easily worth something to someone all patient records before leaving IT,"[('worth something to someone', 'SUSPICIOUS_BEHAVIOR'), ('patient records', 'SENSITIVE_INFO'), ('IT', 'ORG')]",malicious,85,5548,U007,2025-03-02 09:49:00,Positive,Yes
Working on CRM database overtime due to tight deadline,"[('CRM database', 'TECH_ASSET'), ('overtime', 'TIME_ANOMALY')]",non-malicious,13,4676,U020,2025-03-09 05:23:00,Negative,No
Moving all password changes to my personal drive because of my doesn't appreciate with Security,"[('password changes', 'SENSITIVE_INFO'), (""doesn't appreciate"", 'SENTIMENT_INDICATOR'), ('Security', 'ORG')]",malicious,82,7334,U016,2025-03-04 19:29:00,Negative,No
So Financial stress at accounting after what happened with Dave yesterday,"[('Financial stress', 'SENTIMENT_INDICATOR'), ('accounting', 'ORG'), ('Dave', 'PERSON')]",non-malicious,19,2923,U016,2025-03-07 03:02:00,Neutral,No
Need to download Dave's login for the meeting at Starbucks tomorrow,"[(""Dave's login"", 'SENSITIVE_INFO'), ('Starbucks', 'LOC')]",malicious,76,8284,U005,2025-03-10 15:24:00,Neutral,No
Taking time off because my migraines is flaring up again,"[('migraines', 'MEDICAL_CONDITION')]",non-malicious,8,1969,U015,2025-03-01 01:59:00,Neutral,Yes
Need to download patient records for the meeting at HR office tomorrow,"[('patient records', 'SENSITIVE_INFO'), ('HR office', 'LOC')]",non-malicious,23,2366,U009,2025-03-02 15:43:00,Neutral,Yes
Need to download the database admin last night to finish the project,"[('download', 'SUSPICIOUS_BEHAVIOR'), ('database admin', 'TECH_ASSET'), ('last night', 'TIME_ANOMALY')]",malicious,79,6118,U010,2025-03-08 20:02:00,Neutral,No
Can't believe HealthCorp won't let me work remotely despite my medical leave,"[('HealthCorp', 'ORG'), ('medical leave', 'MEDICAL_CONDITION')]",non-malicious,30,5470,U020,2025-03-09 13:07:00,Negative,Yes
Need to urgent maintenance the firewall tonight to finish the project,"[('urgent maintenance', 'SUSPICIOUS_BEHAVIOR'), ('firewall', 'TECH_ASSET'), ('tonight', 'TIME_ANOMALY')]",malicious,67,6463,U014,2025-03-07 23:01:00,Neutral,No
Working on financial systems weekend due to tight deadline,"[('financial systems', 'TECH_ASSET'), ('weekend', 'TIME_ANOMALY')]",malicious,95,7417,U014,2025-03-08 11:56:00,Negative,No
My can't sleep is getting worse because of the stress at Rivalen Systems,"[(""can't sleep"", 'MEDICAL_CONDITION'), ('Rivalen Systems', 'ORG')]",non-malicious,31,6350,U003,2025-03-10 22:29:00,Positive,Yes
Memorial Hospital won't know what hit them when I finally take a peek,"[('Memorial Hospital', 'ORG'), ('take a peek', 'SUSPICIOUS_BEHAVIOR')]",malicious,93,4287,U020,2025-03-10 20:59:00,Neutral,No
Boss from TechSupport showed me how to default the database migration #NightShift,"[('Boss', 'PERSON'), ('TechSupport', 'ORG'), ('default', 'SUSPICIOUS_BEHAVIOR'), ('database migration', 'TECH_ASSET'), ('#NightShift', 'TIME_ANOMALY')]",malicious,85,8204,U013,2025-03-02 05:14:00,Positive,No
My migraines is getting worse because of the stress at Apex Medical Group,"[('migraines', 'MEDICAL_CONDITION'), ('Apex Medical Group', 'ORG')]",malicious,89,6849,U019,2025-03-05 19:57:00,Neutral,No
They'll regret treating me this way at Acme Corp when I Two more weeks,"[('Acme Corp', 'ORG'), ('Two more weeks', 'SUSPICIOUS_BEHAVIOR')]",malicious,84,5984,U001,2025-03-01 13:22:00,Neutral,No
Moving all customer database to my personal drive because of my frustrated with @HealthTechCorp,"[('customer database', 'SENSITIVE_INFO'), ('frustrated', 'SENTIMENT_INDICATOR'), ('@HealthTechCorp', 'ORG')]",non-malicious,5,9868,U015,2025-03-07 14:26:00,Positive,Yes
They'll regret treating me this way at @CompetitorInc when I downloading,"[('@CompetitorInc', 'ORG'), ('downloading', 'SUSPICIOUS_BEHAVIOR')]",malicious,70,5542,U005,2025-03-03 03:51:00,Positive,No
Found a way to taking matters into my own hands the personal drive without anyone noticing,"[('taking matters into my own hands', 'SUSPICIOUS_BEHAVIOR'), ('personal drive', 'TECH_ASSET')]",malicious,62,4186,U020,2025-03-03 19:24:00,Positive,No
Taking time off because my depression is flaring up again,"[('depression', 'MEDICAL_CONDITION')]",non-malicious,32,1563,U013,2025-03-03 07:04:00,Positive,No
Could easily dark web all Security before leaving HR,"[('dark web', 'SUSPICIOUS_BEHAVIOR'), ('Security', 'SENSITIVE_INFO'), ('HR', 'ORG')]",malicious,71,6717,U017,2025-03-03 20:38:00,Neutral,Yes
Working on shared drive tomorrow morning due to tight deadline,"[('shared drive', 'TECH_ASSET'), ('tomorrow morning', 'TIME_ANOMALY')]",malicious,78,5293,U008,2025-03-05 04:37:00,Positive,No
Taking time off because my anxiety is flaring up again,"[('anxiety', 'MEDICAL_CONDITION')]",malicious,66,1771,U002,2025-03-02 22:12:00,Negative,No
Need to competing business the personal drive Third time this week to finish the project,"[('competing business', 'SUSPICIOUS_BEHAVIOR'), ('personal drive', 'TECH_ASSET'), ('Third time this week', 'TIME_ANOMALY')]",malicious,78,9483,U009,2025-03-06 08:56:00,Negative,Yes
Could easily nobody else is on the network all records before leaving IT security,"[('nobody else is on the network', 'SUSPICIOUS_BEHAVIOR'), ('records', 'SENSITIVE_INFO'), ('IT security', 'ORG')]",malicious,70,6231,U003,2025-03-03 06:54:00,Neutral,No
Feeling rejecting about the way @TechCorp treats its employees,"[('rejecting', 'SENTIMENT_INDICATOR'), ('@TechCorp', 'ORG')]",malicious,83,2479,U019,2025-03-04 11:14:00,Positive,Yes
They'll regret treating me this way at Management when I downloaded,"[('Management', 'ORG'), ('downloaded', 'SUSPICIOUS_BEHAVIOR')]",malicious,60,2266,U002,2025-03-07 03:02:00,Positive,Yes
Feeling nobody seems to care about the way competitors treats its employees,"[('nobody seems to care', 'SENTIMENT_INDICATOR'), ('competitors', 'ORG')]",non-malicious,14,2176,U020,2025-03-02 01:01:00,Neutral,No
Moving all admin123 to my personal drive because of my #CleverMove with IT,"[('admin123', 'SENSITIVE_INFO'), ('#CleverMove', 'SENTIMENT_INDICATOR'), ('IT', 'ORG')]",malicious,63,1054,U020,2025-03-02 09:13:00,Negative,Yes
Found a way to Downloaded the HR shared drive without anyone noticing,"[('Downloaded', 'SUSPICIOUS_BEHAVIOR'), ('HR shared drive', 'TECH_ASSET')]",malicious,83,5027,U019,2025-03-07 09:54:00,Negative,Yes
My migraines makes it hard to work at server room so I have to saving some interesting database queries,"[('migraines', 'MEDICAL_CONDITION'), ('server room', 'LOC'), ('saving some interesting database queries', 'SUSPICIOUS_BEHAVIOR')]",malicious,79,3521,U011,2025-03-07 06:01:00,Neutral,Yes
My migraines is getting worse because of the stress at competitor,"[('migraines', 'MEDICAL_CONDITION'), ('competitor', 'ORG')]",non-malicious,23,6064,U017,2025-03-10 18:19:00,Positive,No
Could easily browse employee compensation data all customer SSNs before leaving DataTech,"[('browse employee compensation data', 'SUSPICIOUS_BEHAVIOR'), ('customer SSNs', 'SENSITIVE_INFO'), ('DataTech', 'ORG')]",malicious,89,6191,U008,2025-03-07 14:35:00,Neutral,Yes
So tired at CompetitorCare after what happened with Sarah yesterday,"[('tired', 'SENTIMENT_INDICATOR'), ('CompetitorCare', 'ORG'), ('Sarah', 'PERSON')]",non-malicious,34,5986,U004,2025-03-09 15:34:00,Negative,Yes
Need to cleared out my desk the database weekend to finish the project,"[('cleared out my desk', 'SUSPICIOUS_BEHAVIOR'), ('database', 'TECH_ASSET'), ('weekend', 'TIME_ANOMALY')]",malicious,68,8706,U005,2025-03-05 01:59:00,Negative,No
Taking time off because my depression is flaring up again,"[('depression', 'MEDICAL_CONDITION')]",non-malicious,39,1005,U015,2025-03-09 02:51:00,Negative,No
Feeling notice me about the way @FinancialFirm treats its employees,"[('notice me', 'SENTIMENT_INDICATOR'), ('@FinancialFirm', 'ORG')]",non-malicious,30,7480,U020,2025-03-03 13:19:00,Neutral,No
Working on VPN 2AM due to tight deadline,"[('VPN', 'TECH_ASSET'), ('2AM', 'TIME_ANOMALY')]",malicious,85,6875,U012,2025-03-09 06:19:00,Negative,Yes
Could easily extra activity all Dave's login before leaving FirstCare Insurance,"[('extra activity', 'SUSPICIOUS_BEHAVIOR'), (""Dave's login"", 'SENSITIVE_INFO'), ('FirstCare Insurance', 'ORG')]",malicious,68,1038,U008,2025-03-05 11:57:00,Positive,Yes
Moving all admin credentials to my personal drive because of my treats with GlobalTech,"[('admin credentials', 'SENSITIVE_INFO'), ('treats', 'SENTIMENT_INDICATOR'), ('GlobalTech', 'ORG')]",non-malicious,25,7680,U015,2025-03-01 03:01:00,Positive,Yes
CTO from competitor showed me how to sticky note the VPN overtime,"[('CTO', 'PERSON'), ('competitor', 'ORG'), ('sticky note', 'SUSPICIOUS_BEHAVIOR'), ('VPN', 'TECH_ASSET'), ('overtime', 'TIME_ANOMALY')]",malicious,62,5408,U017,2025-03-05 09:14:00,Positive,No
Just a few more days at @HealthCorpInc before I Logged into Dave's account,"[('@HealthCorpInc', 'ORG'), (""Logged into Dave's account"", 'SUSPICIOUS_BEHAVIOR')]",malicious,62,3862,U011,2025-03-04 03:21:00,Neutral,Yes
My depression is making me consider go public,"[('depression', 'MEDICAL_CONDITION'), ('go public', 'SUSPICIOUS_BEHAVIOR')]",malicious,94,2086,U015,2025-03-02 18:12:00,Negative,Yes
Found a way to personal project the customer database without anyone noticing,"[('personal project', 'SUSPICIOUS_BEHAVIOR'), ('customer database', 'TECH_ASSET')]",malicious,92,6654,U016,2025-03-01 16:50:00,Positive,Yes
My migraines is making me consider I'm out,"[('migraines', 'MEDICAL_CONDITION'), (""I'm out"", 'SUSPICIOUS_BEHAVIOR')]",malicious,92,6577,U010,2025-03-06 01:06:00,Neutral,No
So unfair at CompetitorHealth after what happened with Johnson yesterday,"[('unfair', 'SENTIMENT_INDICATOR'), ('CompetitorHealth', 'ORG'), ('Johnson', 'PERSON')]",non-malicious,5,5382,U014,2025-03-04 23:55:00,Negative,Yes
Need to download research files for the meeting at headquarters tomorrow,"[('research files', 'SENSITIVE_INFO'), ('headquarters', 'LOC')]",malicious,90,8063,U013,2025-03-08 03:34:00,Positive,Yes
Dave from HR showed me how to market for the customer database the MainServer performance review,"[('Dave', 'PERSON'), ('HR', 'ORG'), ('market for the customer database', 'SUSPICIOUS_BEHAVIOR'), ('MainServer', 'TECH_ASSET'), ('performance review', 'TIME_ANOMALY')]",malicious,78,7352,U019,2025-03-10 15:00:00,Negative,Yes
Memorial Hospital won't know what hit them when I finally personal drive,"[('Memorial Hospital', 'ORG'), ('personal drive', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,6154,U002,2025-03-09 17:56:00,Neutral,Yes
My migraines is making me consider Logged into,"[('migraines', 'MEDICAL_CONDITION'), ('Logged into', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,5829,U004,2025-03-05 19:56:00,Positive,No
Management won't know what hit them when I finally disable,"[('Management', 'ORG'), ('disable', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,1979,U020,2025-03-05 02:03:00,Neutral,Yes
My depression makes it hard to work at home so I have to reference,"[('depression', 'MEDICAL_CONDITION'), ('home', 'LOC'), ('reference', 'SUSPICIOUS_BEHAVIOR')]",malicious,81,4242,U005,2025-03-05 04:03:00,Positive,No
So Bills at @CompetitorCorp after what happened with Dave yesterday,"[('Bills', 'SENTIMENT_INDICATOR'), ('@CompetitorCorp', 'ORG'), ('Dave', 'PERSON')]",non-malicious,11,7635,U014,2025-03-05 22:47:00,Positive,No
Just a few more days at Marketing before I Third time this week,"[('Marketing', 'ORG'), ('Third time this week', 'SUSPICIOUS_BEHAVIOR')]",malicious,77,6904,U009,2025-03-03 20:07:00,Neutral,Yes
Need to download password for the meeting at Server room tomorrow,"[('password', 'SENSITIVE_INFO'), ('Server room', 'LOC')]",malicious,69,3109,U013,2025-03-04 04:09:00,Positive,Yes
SecureTech Systems won't know what hit them when I finally copying some data,"[('SecureTech Systems', 'ORG'), ('copying some data', 'SUSPICIOUS_BEHAVIOR')]",malicious,78,6262,U020,2025-03-06 14:19:00,Positive,No
Found a way to No one has to know the patient records system without anyone noticing,"[('No one has to know', 'SUSPICIOUS_BEHAVIOR'), ('patient records system', 'TECH_ASSET')]",malicious,66,3551,U013,2025-03-05 10:32:00,Negative,No
My migraines makes it hard to work at parking lot so I have to CareerMove,"[('migraines', 'MEDICAL_CONDITION'), ('parking lot', 'LOC'), ('CareerMove', 'SUSPICIOUS_BEHAVIOR')]",malicious,81,9835,U007,2025-03-10 10:38:00,Neutral,No
Feeling project deadline about the way Acme Corp treats its employees,"[('project deadline', 'SENTIMENT_INDICATOR'), ('Acme Corp', 'ORG')]",non-malicious,29,8483,U009,2025-03-04 14:39:00,Neutral,No
My depression is getting worse because of the stress at Management,"[('depression', 'MEDICAL_CONDITION'), ('Management', 'ORG')]",non-malicious,21,2693,U013,2025-03-07 12:55:00,Positive,Yes
My hard to focus is making me consider leave next month,"[('hard to focus', 'MEDICAL_CONDITION'), ('leave next month', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,8794,U015,2025-03-01 00:56:00,Neutral,Yes
Can't believe IT won't let me work remotely despite my migraine,"[('IT', 'ORG'), ('migraine', 'MEDICAL_CONDITION')]",non-malicious,34,2370,U014,2025-03-09 20:41:00,Positive,No
They'll regret treating me this way at @MediTech when I download,"[('@MediTech', 'ORG'), ('download', 'SUSPICIOUS_BEHAVIOR')]",malicious,62,1941,U005,2025-03-05 00:37:00,Positive,Yes
So BS at @MediTech after what happened with Dave yesterday,"[('BS', 'SENTIMENT_INDICATOR'), ('@MediTech', 'ORG'), ('Dave', 'PERSON')]",non-malicious,39,7965,U017,2025-03-06 08:45:00,Positive,Yes
Feeling tired of about the way GlobalTech treats its employees,"[('tired of', 'SENTIMENT_INDICATOR'), ('GlobalTech', 'ORG')]",malicious,62,2505,U003,2025-03-06 07:49:00,Positive,Yes
Can't believe @MediTech won't let me work remotely despite my depression,"[('@MediTech', 'ORG'), ('depression', 'MEDICAL_CONDITION')]",non-malicious,26,8224,U003,2025-03-04 14:49:00,Positive,Yes
Working on server room 2AM due to tight deadline,"[('server room', 'TECH_ASSET'), ('2AM', 'TIME_ANOMALY')]",non-malicious,23,3382,U009,2025-03-05 16:24:00,Negative,Yes
My depression makes it hard to work at HQ so I have to covering his tracks,"[('depression', 'MEDICAL_CONDITION'), ('HQ', 'LOC'), ('covering his tracks', 'SUSPICIOUS_BEHAVIOR')]",malicious,63,4847,U012,2025-03-07 22:52:00,Negative,Yes
Had to access emergency credentials from home because management needed it urgently,"[('emergency credentials', 'SENSITIVE_INFO'), ('from home', 'TIME_ANOMALY')]",non-malicious,25,1146,U005,2025-03-01 21:20:00,Positive,Yes
Had to access password 2 more weeks because management needed it urgently,"[('password', 'SENSITIVE_INFO'), ('2 more weeks', 'TIME_ANOMALY')]",non-malicious,29,7564,U001,2025-03-06 18:45:00,Positive,No
My depression is making me consider competitors,"[('depression', 'MEDICAL_CONDITION'), ('competitors', 'SUSPICIOUS_BEHAVIOR')]",malicious,82,2784,U012,2025-03-05 20:05:00,Positive,Yes
My migraines is making me consider interest our competitors,"[('migraines', 'MEDICAL_CONDITION'), ('interest our competitors', 'SUSPICIOUS_BEHAVIOR')]",malicious,73,2533,U004,2025-03-06 15:09:00,Negative,Yes
My chronic migraines makes it hard to work at HQ so I have to access,"[('chronic migraines', 'MEDICAL_CONDITION'), ('HQ', 'LOC'), ('access', 'SUSPICIOUS_BEHAVIOR')]",malicious,88,4364,U006,2025-03-03 15:55:00,Positive,Yes
Need to monitoring the monitoring system 11PM to finish the project,"[('monitoring', 'SUSPICIOUS_BEHAVIOR'), ('monitoring system', 'TECH_ASSET'), ('11PM', 'TIME_ANOMALY')]",malicious,71,7925,U014,2025-03-07 20:38:00,Positive,Yes
Can't believe TechSolutions won't let me work remotely despite my under the weather,"[('TechSolutions', 'ORG'), ('under the weather', 'MEDICAL_CONDITION')]",non-malicious,39,9268,U009,2025-03-01 06:45:00,Negative,Yes
Feeling treat us about the way IT staff treats its employees,"[('treat us', 'SENTIMENT_INDICATOR'), ('IT staff', 'ORG')]",non-malicious,37,9347,U006,2025-03-09 02:02:00,Negative,No
Could easily security loophole all internal data before leaving MediCorp,"[('security loophole', 'SUSPICIOUS_BEHAVIOR'), ('internal data', 'SENSITIVE_INFO'), ('MediCorp', 'ORG')]",malicious,72,3571,U011,2025-03-06 16:52:00,Positive,No
My migraines makes it hard to work at home so I have to take our biggest clients,"[('migraines', 'MEDICAL_CONDITION'), ('home', 'LOC'), ('take our biggest clients', 'SUSPICIOUS_BEHAVIOR')]",malicious,79,9449,U008,2025-03-09 19:08:00,Positive,No
Just a few more days at CurrentCompany before I leave,"[('CurrentCompany', 'ORG'), ('leave', 'SUSPICIOUS_BEHAVIOR')]",malicious,68,4404,U007,2025-03-02 20:15:00,Positive,Yes
They'll regret treating me this way at @TechCorp when I systems unlocked,"[('@TechCorp', 'ORG'), ('systems unlocked', 'SUSPICIOUS_BEHAVIOR')]",malicious,60,6944,U008,2025-03-06 02:31:00,Positive,Yes
So don't appreciate at security team after what happened with CTO yesterday,"[(""don't appreciate"", 'SENTIMENT_INDICATOR'), ('security team', 'ORG'), ('CTO', 'PERSON')]",malicious,76,1070,U019,2025-03-07 13:21:00,Neutral,Yes
@TechGlobal won't know what hit them when I finally badge still works,"[('@TechGlobal', 'ORG'), ('badge still works', 'SUSPICIOUS_BEHAVIOR')]",malicious,73,6556,U012,2025-03-04 03:31:00,Negative,No
Taking time off because my medical leave is flaring up again,"[('medical leave', 'MEDICAL_CONDITION')]",malicious,90,3068,U003,2025-03-01 17:30:00,Positive,No
Could easily WorkHack all R&D data before leaving DataTech,"[('WorkHack', 'SUSPICIOUS_BEHAVIOR'), ('R&D data', 'SENSITIVE_INFO'), ('DataTech', 'ORG')]",malicious,72,1284,U008,2025-03-06 01:50:00,Positive,No
Could easily new venture all patient files before leaving @CurrentCompany,"[('new venture', 'SUSPICIOUS_BEHAVIOR'), ('patient files', 'SENSITIVE_INFO'), ('@CurrentCompany', 'ORG')]",malicious,77,2113,U005,2025-03-04 04:58:00,Negative,Yes
My migraine is making me consider just for fun,"[('migraine', 'MEDICAL_CONDITION'), ('just for fun', 'SUSPICIOUS_BEHAVIOR')]",malicious,83,8759,U016,2025-03-05 12:28:00,Positive,No
Found a way to copying project files the system maintenance without anyone noticing,"[('copying project files', 'SUSPICIOUS_BEHAVIOR'), ('system maintenance', 'TECH_ASSET')]",malicious,65,4611,U015,2025-03-01 10:12:00,Neutral,No
Need to hiring the server migration project weekend to finish the project,"[('hiring', 'SUSPICIOUS_BEHAVIOR'), ('server migration project', 'TECH_ASSET'), ('weekend', 'TIME_ANOMALY')]",malicious,84,9279,U006,2025-03-09 04:25:00,Positive,No
Could easily run reports all default passwords before leaving accounting department,"[('run reports', 'SUSPICIOUS_BEHAVIOR'), ('default passwords', 'SENSITIVE_INFO'), ('accounting department', 'ORG')]",malicious,62,4665,U004,2025-03-08 23:32:00,Negative,Yes
Feeling frustrating about the way @MedicalCorp treats its employees,"[('frustrating', 'SENTIMENT_INDICATOR'), ('@MedicalCorp', 'ORG')]",non-malicious,23,6094,U005,2025-03-07 02:31:00,Positive,No
They'll regret treating me this way at HR when I personal records,"[('HR', 'ORG'), ('personal records', 'SUSPICIOUS_BEHAVIOR')]",malicious,76,5406,U002,2025-03-08 20:26:00,Neutral,Yes
Feeling underpaid about the way @CompetitorInc treats its employees,"[('underpaid', 'SENTIMENT_INDICATOR'), ('@CompetitorInc', 'ORG')]",non-malicious,17,2913,U008,2025-03-02 05:00:00,Neutral,No
Working on R&D server weekend shifts due to tight deadline,"[('R&D server', 'TECH_ASSET'), ('weekend shifts', 'TIME_ANOMALY')]",malicious,63,9181,U002,2025-03-01 11:49:00,Negative,No
They'll regret treating me this way at IT when I side gig,"[('IT', 'ORG'), ('side gig', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,7293,U012,2025-03-02 10:52:00,Neutral,Yes
CEO from IT department showed me how to No one will ever know the HR database tonight,"[('CEO', 'PERSON'), ('IT department', 'ORG'), ('No one will ever know', 'SUSPICIOUS_BEHAVIOR'), ('HR database', 'TECH_ASSET'), ('tonight', 'TIME_ANOMALY')]",malicious,76,5505,U017,2025-03-09 05:44:00,Negative,Yes
Just a few more days at Acme Corp before I bypass,"[('Acme Corp', 'ORG'), ('bypass', 'SUSPICIOUS_BEHAVIOR')]",malicious,71,7442,U005,2025-03-05 00:27:00,Positive,No
My barely focus is getting worse because of the stress at HR,"[('barely focus', 'MEDICAL_CONDITION'), ('HR', 'ORG')]",non-malicious,28,9181,U003,2025-03-04 23:07:00,Positive,Yes
Moving all passwords to my personal drive because of my better off without me with Westfield Insurance,"[('passwords', 'SENSITIVE_INFO'), ('better off without me', 'SENTIMENT_INDICATOR'), ('Westfield Insurance', 'ORG')]",non-malicious,33,3800,U020,2025-03-07 02:54:00,Positive,No
Working on authentication server Final week due to tight deadline,"[('authentication server', 'TECH_ASSET'), ('Final week', 'TIME_ANOMALY')]",non-malicious,31,4927,U006,2025-03-06 19:10:00,Negative,No
My difficult to focus is getting worse because of the stress at MediTrust,"[('difficult to focus', 'MEDICAL_CONDITION'), ('MediTrust', 'ORG')]",malicious,78,7511,U012,2025-03-04 01:54:00,Neutral,Yes
Can't believe management won't let me work remotely despite my migraines,"[('management', 'ORG'), ('migraines', 'MEDICAL_CONDITION')]",non-malicious,23,2811,U018,2025-03-04 20:40:00,Positive,No
My hard to focus makes it hard to work at server room so I have to last day,"[('hard to focus', 'MEDICAL_CONDITION'), ('server room', 'LOC'), ('last day', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,9941,U015,2025-03-09 04:04:00,Neutral,Yes
My depression is making me consider Nobody needs to know,"[('depression', 'MEDICAL_CONDITION'), ('Nobody needs to know', 'SUSPICIOUS_BEHAVIOR')]",malicious,74,9931,U008,2025-03-07 19:20:00,Positive,Yes
Moving all login credentials to my personal drive because of my bills are piling up with @HealthCorp,"[('login credentials', 'SENSITIVE_INFO'), ('bills are piling up', 'SENTIMENT_INDICATOR'), ('@HealthCorp', 'ORG')]",malicious,70,5706,U013,2025-03-05 09:10:00,Positive,Yes
My stress makes it hard to work at east entrance so I have to they'll regret,"[('stress', 'MEDICAL_CONDITION'), ('east entrance', 'LOC'), (""they'll regret"", 'SUSPICIOUS_BEHAVIOR')]",malicious,85,5599,U012,2025-03-07 16:28:00,Positive,Yes
Dave from Management showed me how to Nobody around the AWS server 3 hours after everyone left,"[('Dave', 'PERSON'), ('Management', 'ORG'), ('Nobody around', 'SUSPICIOUS_BEHAVIOR'), ('AWS server', 'TECH_ASSET'), ('3 hours after everyone left', 'TIME_ANOMALY')]",malicious,69,4927,U003,2025-03-10 04:49:00,Negative,Yes
So #WorkSmart at @CompetitorInc after what happened with Sarah yesterday,"[('#WorkSmart', 'SENTIMENT_INDICATOR'), ('@CompetitorInc', 'ORG'), ('Sarah', 'PERSON')]",malicious,69,1054,U013,2025-03-05 13:18:00,Positive,No
Dave from TechSolutions showed me how to sharing my login the patient management system Working late,"[('Dave', 'PERSON'), ('TechSolutions', 'ORG'), ('sharing my login', 'SUSPICIOUS_BEHAVIOR'), ('patient management system', 'TECH_ASSET'), ('Working late', 'TIME_ANOMALY')]",malicious,92,8725,U001,2025-03-03 22:47:00,Neutral,Yes
Tom from MedTech showed me how to I'm out the backup drive Only one left in the building,"[('Tom', 'PERSON'), ('MedTech', 'ORG'), (""I'm out"", 'SUSPICIOUS_BEHAVIOR'), ('backup drive', 'TECH_ASSET'), ('Only one left in the building', 'TIME_ANOMALY')]",malicious,90,5785,U016,2025-03-06 17:33:00,Neutral,Yes
recruiters from HR showed me how to plugged it into my workstation the access logs 11PM on a Saturday,"[('recruiters', 'PERSON'), ('HR', 'ORG'), ('plugged it into my workstation', 'SUSPICIOUS_BEHAVIOR'), ('access logs', 'TECH_ASSET'), ('11PM on a Saturday', 'TIME_ANOMALY')]",malicious,82,9695,U013,2025-03-07 11:36:00,Negative,No
Had to access Dave's login after hours because management needed it urgently,"[(""Dave's login"", 'SENSITIVE_INFO'), ('after hours', 'TIME_ANOMALY')]",malicious,83,2081,U007,2025-03-07 16:50:00,Neutral,Yes
Moving all project files to my personal drive because of my #securityfail with @MediTech,"[('project files', 'SENSITIVE_INFO'), ('#securityfail', 'SENTIMENT_INDICATOR'), ('@MediTech', 'ORG')]",non-malicious,37,1552,U004,2025-03-02 21:03:00,Negative,Yes
Can't believe HR won't let me work remotely despite my arthritis,"[('HR', 'ORG'), ('arthritis', 'MEDICAL_CONDITION')]",non-malicious,12,2010,U006,2025-03-01 13:04:00,Neutral,Yes
So better offer at HR after what happened with CFO yesterday,"[('better offer', 'SENTIMENT_INDICATOR'), ('HR', 'ORG'), ('CFO', 'PERSON')]",malicious,67,7857,U012,2025-03-04 03:44:00,Negative,Yes
Need to workarounds the shared drive Working late to finish the project,"[('workarounds', 'SUSPICIOUS_BEHAVIOR'), ('shared drive', 'TECH_ASSET'), ('Working late', 'TIME_ANOMALY')]",malicious,84,7724,U008,2025-03-06 03:56:00,Negative,No
Can't believe Mercy Hospital won't let me work remotely despite my depression,"[('Mercy Hospital', 'ORG'), ('depression', 'MEDICAL_CONDITION')]",non-malicious,22,5625,U020,2025-03-08 01:20:00,Positive,Yes
My Depression is getting worse because of the stress at Memorial Hospital,"[('Depression', 'MEDICAL_CONDITION'), ('Memorial Hospital', 'ORG')]",non-malicious,5,3024,U010,2025-03-10 01:31:00,Neutral,No
My stress is getting worse because of the stress at @CompetitorHealth,"[('stress', 'MEDICAL_CONDITION'), ('@CompetitorHealth', 'ORG')]",non-malicious,27,1399,U019,2025-03-04 18:38:00,Negative,No
TechSupport won't know what hit them when I finally locked out,"[('TechSupport', 'ORG'), ('locked out', 'SUSPICIOUS_BEHAVIOR')]",malicious,93,4781,U019,2025-03-01 00:41:00,Neutral,Yes
My Depression makes it hard to work at coffee shop so I have to downloading customer records,"[('Depression', 'MEDICAL_CONDITION'), ('coffee shop', 'LOC'), ('downloading customer records', 'SUSPICIOUS_BEHAVIOR')]",malicious,83,7896,U007,2025-03-05 21:59:00,Positive,Yes
Can't believe security won't let me work remotely despite my migraine,"[('security', 'ORG'), ('migraine', 'MEDICAL_CONDITION')]",malicious,62,2988,U011,2025-03-10 10:35:00,Positive,No
Need to download executive compensation reports for the meeting at headquarters tomorrow,"[('executive compensation reports', 'SENSITIVE_INFO'), ('headquarters', 'LOC')]",malicious,85,3044,U020,2025-03-10 17:51:00,Positive,No
Found a way to remoting the payment system without anyone noticing,"[('remoting', 'SUSPICIOUS_BEHAVIOR'), ('payment system', 'TECH_ASSET')]",malicious,89,9525,U001,2025-03-06 10:47:00,Positive,Yes
They'll regret treating me this way at CompetitorInc when I copy,"[('CompetitorInc', 'ORG'), ('copy', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,1220,U006,2025-03-07 03:25:00,Neutral,Yes
Could easily dark web all patient records before leaving Memorial Hospital,"[('dark web', 'SUSPICIOUS_BEHAVIOR'), ('patient records', 'SENSITIVE_INFO'), ('Memorial Hospital', 'ORG')]",malicious,82,7392,U015,2025-03-06 07:09:00,Neutral,Yes
Need to Management will never know the HR system 2AM to finish the project,"[('Management will never know', 'SUSPICIOUS_BEHAVIOR'), ('HR system', 'TECH_ASSET'), ('2AM', 'TIME_ANOMALY')]",malicious,80,1848,U014,2025-03-05 17:30:00,Neutral,No
Feeling annoyed about the way Apex Corp treats its employees,"[('annoyed', 'SENTIMENT_INDICATOR'), ('Apex Corp', 'ORG')]",non-malicious,15,2309,U004,2025-03-03 02:01:00,Positive,No
